state,year,offense,gender,count
AL,1991,aggravated-assault,Male,11230
AL,1991,aggravated-assault,Female,9592
AL,1991,aggravated-assault,Unknown,1087
AL,1991,arson,Male,32
AL,1991,arson,Female,26
AL,1991,arson,Unknown,16
AL,1991,burglary,Male,10640
AL,1991,burglary,Female,9635
AL,1991,burglary,Unknown,13663
AL,1991,homicide,Male,321
AL,1991,homicide,Female,107
AL,1991,homicide,Unknown,6
AL,1991,larceny,Male,23649
AL,1991,larceny,Female,17601
AL,1991,larceny,Unknown,30937
AL,1991,motor-vehicle-theft,Male,5113
AL,1991,motor-vehicle-theft,Female,2750
AL,1991,motor-vehicle-theft,Unknown,3936
AL,1991,property-crime,Male,39434
AL,1991,property-crime,Female,30012
AL,1991,property-crime,Unknown,48552
AL,1991,rape,Male,92
AL,1991,rape,Female,1331
AL,1991,rape,Unknown,0
AL,1991,robbery,Male,2344
AL,1991,robbery,Female,992
AL,1991,robbery,Unknown,736
AL,1991,violent-crime,Male,13987
AL,1991,violent-crime,Female,12022
AL,1991,violent-crime,Unknown,1829
AL,1992,aggravated-assault,Male,9008
AL,1992,aggravated-assault,Female,7748
AL,1992,aggravated-assault,Unknown,881
AL,1992,arson,Male,116
AL,1992,arson,Female,83
AL,1992,arson,Unknown,152
AL,1992,burglary,Male,8847
AL,1992,burglary,Female,8567
AL,1992,burglary,Unknown,11804
AL,1992,homicide,Male,216
AL,1992,homicide,Female,54
AL,1992,homicide,Unknown,8
AL,1992,larceny,Male,23139
AL,1992,larceny,Female,17720
AL,1992,larceny,Unknown,30675
AL,1992,motor-vehicle-theft,Male,5147
AL,1992,motor-vehicle-theft,Female,2752
AL,1992,motor-vehicle-theft,Unknown,3992
AL,1992,property-crime,Male,37249
AL,1992,property-crime,Female,29122
AL,1992,property-crime,Unknown,46623
AL,1992,rape,Male,74
AL,1992,rape,Female,1205
AL,1992,rape,Unknown,0
AL,1992,robbery,Male,2181
AL,1992,robbery,Female,892
AL,1992,robbery,Unknown,264
AL,1992,violent-crime,Male,11479
AL,1992,violent-crime,Female,9899
AL,1992,violent-crime,Unknown,1153
AL,2006,aggravated-assault,Male,22
AL,2006,aggravated-assault,Female,9
AL,2006,aggravated-assault,Unknown,0
AL,2006,arson,Male,1
AL,2006,arson,Female,0
AL,2006,arson,Unknown,0
AL,2006,burglary,Male,127
AL,2006,burglary,Female,72
AL,2006,burglary,Unknown,0
AL,2006,homicide,Male,1
AL,2006,homicide,Female,1
AL,2006,homicide,Unknown,0
AL,2006,larceny,Male,572
AL,2006,larceny,Female,561
AL,2006,larceny,Unknown,0
AL,2006,motor-vehicle-theft,Male,89
AL,2006,motor-vehicle-theft,Female,53
AL,2006,motor-vehicle-theft,Unknown,0
AL,2006,property-crime,Male,789
AL,2006,property-crime,Female,686
AL,2006,property-crime,Unknown,0
AL,2006,rape,Male,0
AL,2006,rape,Female,18
AL,2006,rape,Unknown,0
AL,2006,robbery,Male,77
AL,2006,robbery,Female,22
AL,2006,robbery,Unknown,0
AL,2006,violent-crime,Male,100
AL,2006,violent-crime,Female,50
AL,2006,violent-crime,Unknown,0
AL,2007,aggravated-assault,Male,22
AL,2007,aggravated-assault,Female,11
AL,2007,aggravated-assault,Unknown,0
AL,2007,arson,Male,0
AL,2007,arson,Female,0
AL,2007,arson,Unknown,0
AL,2007,burglary,Male,138
AL,2007,burglary,Female,111
AL,2007,burglary,Unknown,0
AL,2007,larceny,Male,564
AL,2007,larceny,Female,489
AL,2007,larceny,Unknown,0
AL,2007,motor-vehicle-theft,Male,85
AL,2007,motor-vehicle-theft,Female,52
AL,2007,motor-vehicle-theft,Unknown,0
AL,2007,property-crime,Male,787
AL,2007,property-crime,Female,652
AL,2007,property-crime,Unknown,0
AL,2007,rape,Male,4
AL,2007,rape,Female,21
AL,2007,rape,Unknown,0
AL,2007,robbery,Male,75
AL,2007,robbery,Female,31
AL,2007,robbery,Unknown,0
AL,2007,violent-crime,Male,101
AL,2007,violent-crime,Female,63
AL,2007,violent-crime,Unknown,0
AL,2008,aggravated-assault,Male,26
AL,2008,aggravated-assault,Female,8
AL,2008,aggravated-assault,Unknown,0
AL,2008,arson,Male,2
AL,2008,arson,Female,0
AL,2008,arson,Unknown,0
AL,2008,burglary,Male,180
AL,2008,burglary,Female,145
AL,2008,burglary,Unknown,0
AL,2008,homicide,Male,1
AL,2008,homicide,Female,1
AL,2008,homicide,Unknown,0
AL,2008,larceny,Male,512
AL,2008,larceny,Female,498
AL,2008,larceny,Unknown,0
AL,2008,motor-vehicle-theft,Male,65
AL,2008,motor-vehicle-theft,Female,44
AL,2008,motor-vehicle-theft,Unknown,0
AL,2008,property-crime,Male,759
AL,2008,property-crime,Female,687
AL,2008,property-crime,Unknown,0
AL,2008,rape,Male,2
AL,2008,rape,Female,15
AL,2008,rape,Unknown,0
AL,2008,robbery,Male,44
AL,2008,robbery,Female,23
AL,2008,robbery,Unknown,0
AL,2008,violent-crime,Male,73
AL,2008,violent-crime,Female,47
AL,2008,violent-crime,Unknown,0
AL,2009,aggravated-assault,Male,23
AL,2009,aggravated-assault,Female,10
AL,2009,aggravated-assault,Unknown,0
AL,2009,arson,Male,0
AL,2009,arson,Female,0
AL,2009,arson,Unknown,0
AL,2009,burglary,Male,166
AL,2009,burglary,Female,183
AL,2009,burglary,Unknown,0
AL,2009,homicide,Male,1
AL,2009,homicide,Female,1
AL,2009,homicide,Unknown,0
AL,2009,larceny,Male,509
AL,2009,larceny,Female,487
AL,2009,larceny,Unknown,0
AL,2009,motor-vehicle-theft,Male,48
AL,2009,motor-vehicle-theft,Female,29
AL,2009,motor-vehicle-theft,Unknown,0
AL,2009,property-crime,Male,723
AL,2009,property-crime,Female,699
AL,2009,property-crime,Unknown,0
AL,2009,rape,Male,2
AL,2009,rape,Female,10
AL,2009,rape,Unknown,0
AL,2009,robbery,Male,29
AL,2009,robbery,Female,23
AL,2009,robbery,Unknown,0
AL,2009,violent-crime,Male,55
AL,2009,violent-crime,Female,44
AL,2009,violent-crime,Unknown,0
AL,2010,aggravated-assault,Male,17
AL,2010,aggravated-assault,Female,7
AL,2010,aggravated-assault,Unknown,0
AL,2010,arson,Male,1
AL,2010,arson,Female,1
AL,2010,arson,Unknown,0
AL,2010,burglary,Male,151
AL,2010,burglary,Female,156
AL,2010,burglary,Unknown,1
AL,2010,homicide,Male,1
AL,2010,homicide,Female,0
AL,2010,homicide,Unknown,0
AL,2010,larceny,Male,480
AL,2010,larceny,Female,514
AL,2010,larceny,Unknown,1
AL,2010,motor-vehicle-theft,Male,59
AL,2010,motor-vehicle-theft,Female,42
AL,2010,motor-vehicle-theft,Unknown,0
AL,2010,property-crime,Male,691
AL,2010,property-crime,Female,713
AL,2010,property-crime,Unknown,2
AL,2010,rape,Male,0
AL,2010,rape,Female,4
AL,2010,rape,Unknown,0
AL,2010,robbery,Male,46
AL,2010,robbery,Female,17
AL,2010,robbery,Unknown,0
AL,2010,violent-crime,Male,64
AL,2010,violent-crime,Female,28
AL,2010,violent-crime,Unknown,0
AL,2011,aggravated-assault,Male,8
AL,2011,aggravated-assault,Female,9
AL,2011,aggravated-assault,Unknown,0
AL,2011,arson,Male,1
AL,2011,arson,Female,0
AL,2011,arson,Unknown,0
AL,2011,burglary,Male,185
AL,2011,burglary,Female,171
AL,2011,burglary,Unknown,0
AL,2011,larceny,Male,500
AL,2011,larceny,Female,499
AL,2011,larceny,Unknown,0
AL,2011,motor-vehicle-theft,Male,54
AL,2011,motor-vehicle-theft,Female,46
AL,2011,motor-vehicle-theft,Unknown,0
AL,2011,property-crime,Male,740
AL,2011,property-crime,Female,716
AL,2011,property-crime,Unknown,0
AL,2011,rape,Male,0
AL,2011,rape,Female,8
AL,2011,rape,Unknown,0
AL,2011,robbery,Male,30
AL,2011,robbery,Female,16
AL,2011,robbery,Unknown,0
AL,2011,violent-crime,Male,38
AL,2011,violent-crime,Female,33
AL,2011,violent-crime,Unknown,0
AL,2012,aggravated-assault,Male,14
AL,2012,aggravated-assault,Female,11
AL,2012,aggravated-assault,Unknown,0
AL,2012,arson,Male,1
AL,2012,arson,Female,0
AL,2012,arson,Unknown,0
AL,2012,burglary,Male,179
AL,2012,burglary,Female,168
AL,2012,burglary,Unknown,0
AL,2012,homicide,Male,2
AL,2012,homicide,Female,0
AL,2012,homicide,Unknown,0
AL,2012,larceny,Male,513
AL,2012,larceny,Female,553
AL,2012,larceny,Unknown,0
AL,2012,motor-vehicle-theft,Male,44
AL,2012,motor-vehicle-theft,Female,38
AL,2012,motor-vehicle-theft,Unknown,0
AL,2012,property-crime,Male,737
AL,2012,property-crime,Female,759
AL,2012,property-crime,Unknown,0
AL,2012,rape,Male,2
AL,2012,rape,Female,14
AL,2012,rape,Unknown,0
AL,2012,robbery,Male,36
AL,2012,robbery,Female,15
AL,2012,robbery,Unknown,0
AL,2012,violent-crime,Male,54
AL,2012,violent-crime,Female,40
AL,2012,violent-crime,Unknown,0
AL,2013,aggravated-assault,Male,17
AL,2013,aggravated-assault,Female,12
AL,2013,aggravated-assault,Unknown,0
AL,2013,arson,Male,0
AL,2013,arson,Female,0
AL,2013,arson,Unknown,0
AL,2013,burglary,Male,148
AL,2013,burglary,Female,143
AL,2013,burglary,Unknown,0
AL,2013,homicide,Male,0
AL,2013,homicide,Female,2
AL,2013,homicide,Unknown,0
AL,2013,larceny,Male,614
AL,2013,larceny,Female,582
AL,2013,larceny,Unknown,0
AL,2013,motor-vehicle-theft,Male,50
AL,2013,motor-vehicle-theft,Female,39
AL,2013,motor-vehicle-theft,Unknown,0
AL,2013,property-crime,Male,812
AL,2013,property-crime,Female,764
AL,2013,property-crime,Unknown,0
AL,2013,rape,Male,0
AL,2013,rape,Female,10
AL,2013,rape,Unknown,0
AL,2013,robbery,Male,29
AL,2013,robbery,Female,17
AL,2013,robbery,Unknown,0
AL,2013,violent-crime,Male,46
AL,2013,violent-crime,Female,41
AL,2013,violent-crime,Unknown,0
AL,2014,aggravated-assault,Male,19
AL,2014,aggravated-assault,Female,13
AL,2014,aggravated-assault,Unknown,0
AL,2014,arson,Male,0
AL,2014,arson,Female,0
AL,2014,arson,Unknown,0
AL,2014,burglary,Male,126
AL,2014,burglary,Female,107
AL,2014,burglary,Unknown,0
AL,2014,homicide,Male,0
AL,2014,homicide,Female,1
AL,2014,homicide,Unknown,0
AL,2014,larceny,Male,550
AL,2014,larceny,Female,442
AL,2014,larceny,Unknown,0
AL,2014,motor-vehicle-theft,Male,44
AL,2014,motor-vehicle-theft,Female,20
AL,2014,motor-vehicle-theft,Unknown,0
AL,2014,property-crime,Male,720
AL,2014,property-crime,Female,569
AL,2014,property-crime,Unknown,0
AL,2014,rape,Male,0
AL,2014,rape,Female,15
AL,2014,rape,Unknown,0
AL,2014,robbery,Male,33
AL,2014,robbery,Female,22
AL,2014,robbery,Unknown,0
AL,2014,violent-crime,Male,52
AL,2014,violent-crime,Female,51
AL,2014,violent-crime,Unknown,0
AL,2015,aggravated-assault,Male,31
AL,2015,aggravated-assault,Female,21
AL,2015,aggravated-assault,Unknown,0
AL,2015,arson,Male,1
AL,2015,arson,Female,0
AL,2015,arson,Unknown,0
AL,2015,burglary,Male,149
AL,2015,burglary,Female,116
AL,2015,burglary,Unknown,0
AL,2015,homicide,Male,2
AL,2015,homicide,Female,1
AL,2015,homicide,Unknown,0
AL,2015,larceny,Male,549
AL,2015,larceny,Female,496
AL,2015,larceny,Unknown,2
AL,2015,motor-vehicle-theft,Male,46
AL,2015,motor-vehicle-theft,Female,21
AL,2015,motor-vehicle-theft,Unknown,0
AL,2015,property-crime,Male,745
AL,2015,property-crime,Female,633
AL,2015,property-crime,Unknown,2
AL,2015,rape,Male,3
AL,2015,rape,Female,20
AL,2015,rape,Unknown,0
AL,2015,robbery,Male,45
AL,2015,robbery,Female,15
AL,2015,robbery,Unknown,0
AL,2015,violent-crime,Male,81
AL,2015,violent-crime,Female,57
AL,2015,violent-crime,Unknown,0
AL,2016,aggravated-assault,Male,31
AL,2016,aggravated-assault,Female,13
AL,2016,aggravated-assault,Unknown,0
AL,2016,arson,Male,0
AL,2016,arson,Female,0
AL,2016,arson,Unknown,0
AL,2016,burglary,Male,81
AL,2016,burglary,Female,86
AL,2016,burglary,Unknown,0
AL,2016,homicide,Male,1
AL,2016,homicide,Female,1
AL,2016,homicide,Unknown,1
AL,2016,larceny,Male,350
AL,2016,larceny,Female,324
AL,2016,larceny,Unknown,0
AL,2016,motor-vehicle-theft,Male,38
AL,2016,motor-vehicle-theft,Female,23
AL,2016,motor-vehicle-theft,Unknown,0
AL,2016,property-crime,Male,469
AL,2016,property-crime,Female,433
AL,2016,property-crime,Unknown,0
AL,2016,rape,Male,0
AL,2016,rape,Female,20
AL,2016,rape,Unknown,0
AL,2016,robbery,Male,33
AL,2016,robbery,Female,11
AL,2016,robbery,Unknown,0
AL,2016,violent-crime,Male,65
AL,2016,violent-crime,Female,45
AL,2016,violent-crime,Unknown,1
AL,2017,aggravated-assault,Male,19
AL,2017,aggravated-assault,Female,11
AL,2017,aggravated-assault,Unknown,0
AL,2017,arson,Male,1
AL,2017,arson,Female,0
AL,2017,arson,Unknown,0
AL,2017,burglary,Male,104
AL,2017,burglary,Female,80
AL,2017,burglary,Unknown,0
AL,2017,homicide,Male,2
AL,2017,homicide,Female,0
AL,2017,homicide,Unknown,0
AL,2017,larceny,Male,305
AL,2017,larceny,Female,303
AL,2017,larceny,Unknown,1
AL,2017,motor-vehicle-theft,Male,35
AL,2017,motor-vehicle-theft,Female,18
AL,2017,motor-vehicle-theft,Unknown,0
AL,2017,property-crime,Male,445
AL,2017,property-crime,Female,401
AL,2017,property-crime,Unknown,1
AL,2017,rape,Male,1
AL,2017,rape,Female,19
AL,2017,rape,Unknown,0
AL,2017,robbery,Male,24
AL,2017,robbery,Female,11
AL,2017,robbery,Unknown,0
AL,2017,violent-crime,Male,46
AL,2017,violent-crime,Female,41
AL,2017,violent-crime,Unknown,0
AL,2018,aggravated-assault,Male,10
AL,2018,aggravated-assault,Female,6
AL,2018,aggravated-assault,Unknown,0
AL,2018,burglary,Male,68
AL,2018,burglary,Female,64
AL,2018,burglary,Unknown,0
AL,2018,homicide,Male,2
AL,2018,homicide,Female,0
AL,2018,homicide,Unknown,0
AL,2018,larceny,Male,296
AL,2018,larceny,Female,272
AL,2018,larceny,Unknown,0
AL,2018,motor-vehicle-theft,Male,24
AL,2018,motor-vehicle-theft,Female,17
AL,2018,motor-vehicle-theft,Unknown,0
AL,2018,property-crime,Male,388
AL,2018,property-crime,Female,353
AL,2018,property-crime,Unknown,0
AL,2018,rape,Male,2
AL,2018,rape,Female,14
AL,2018,rape,Unknown,0
AL,2018,robbery,Male,10
AL,2018,robbery,Female,10
AL,2018,robbery,Unknown,0
AL,2018,violent-crime,Male,24
AL,2018,violent-crime,Female,30
AL,2018,violent-crime,Unknown,0
AR,1999,burglary,Male,1
AR,1999,burglary,Female,0
AR,1999,burglary,Unknown,0
AR,1999,larceny,Male,5
AR,1999,larceny,Female,3
AR,1999,larceny,Unknown,0
AR,1999,motor-vehicle-theft,Male,2
AR,1999,motor-vehicle-theft,Female,1
AR,1999,motor-vehicle-theft,Unknown,0
AR,1999,property-crime,Male,8
AR,1999,property-crime,Female,4
AR,1999,property-crime,Unknown,0
AR,1999,robbery,Male,0
AR,1999,robbery,Female,0
AR,1999,robbery,Unknown,0
AR,1999,violent-crime,Male,0
AR,1999,violent-crime,Female,0
AR,1999,violent-crime,Unknown,0
AR,2000,aggravated-assault,Male,21
AR,2000,aggravated-assault,Female,6
AR,2000,aggravated-assault,Unknown,0
AR,2000,arson,Male,0
AR,2000,arson,Female,3
AR,2000,arson,Unknown,0
AR,2000,burglary,Male,96
AR,2000,burglary,Female,69
AR,2000,burglary,Unknown,0
AR,2000,larceny,Male,451
AR,2000,larceny,Female,337
AR,2000,larceny,Unknown,4
AR,2000,motor-vehicle-theft,Male,42
AR,2000,motor-vehicle-theft,Female,29
AR,2000,motor-vehicle-theft,Unknown,1
AR,2000,property-crime,Male,589
AR,2000,property-crime,Female,438
AR,2000,property-crime,Unknown,5
AR,2000,rape,Male,1
AR,2000,rape,Female,13
AR,2000,rape,Unknown,0
AR,2000,robbery,Male,5
AR,2000,robbery,Female,1
AR,2000,robbery,Unknown,0
AR,2000,violent-crime,Male,27
AR,2000,violent-crime,Female,20
AR,2000,violent-crime,Unknown,0
AR,2001,aggravated-assault,Male,109
AR,2001,aggravated-assault,Female,224
AR,2001,aggravated-assault,Unknown,0
AR,2001,arson,Male,1
AR,2001,arson,Female,2
AR,2001,arson,Unknown,1
AR,2001,burglary,Male,286
AR,2001,burglary,Female,305
AR,2001,burglary,Unknown,1
AR,2001,homicide,Male,1
AR,2001,homicide,Female,0
AR,2001,homicide,Unknown,0
AR,2001,larceny,Male,887
AR,2001,larceny,Female,914
AR,2001,larceny,Unknown,5
AR,2001,motor-vehicle-theft,Male,140
AR,2001,motor-vehicle-theft,Female,80
AR,2001,motor-vehicle-theft,Unknown,3
AR,2001,property-crime,Male,1314
AR,2001,property-crime,Female,1301
AR,2001,property-crime,Unknown,10
AR,2001,rape,Male,0
AR,2001,rape,Female,18
AR,2001,rape,Unknown,0
AR,2001,robbery,Male,42
AR,2001,robbery,Female,30
AR,2001,robbery,Unknown,0
AR,2001,violent-crime,Male,152
AR,2001,violent-crime,Female,272
AR,2001,violent-crime,Unknown,0
AR,2002,aggravated-assault,Male,121
AR,2002,aggravated-assault,Female,225
AR,2002,aggravated-assault,Unknown,0
AR,2002,arson,Male,8
AR,2002,arson,Female,5
AR,2002,arson,Unknown,0
AR,2002,burglary,Male,461
AR,2002,burglary,Female,424
AR,2002,burglary,Unknown,1
AR,2002,homicide,Male,1
AR,2002,homicide,Female,2
AR,2002,homicide,Unknown,0
AR,2002,larceny,Male,823
AR,2002,larceny,Female,831
AR,2002,larceny,Unknown,2
AR,2002,motor-vehicle-theft,Male,156
AR,2002,motor-vehicle-theft,Female,87
AR,2002,motor-vehicle-theft,Unknown,1
AR,2002,property-crime,Male,1448
AR,2002,property-crime,Female,1347
AR,2002,property-crime,Unknown,4
AR,2002,rape,Male,0
AR,2002,rape,Female,25
AR,2002,rape,Unknown,0
AR,2002,robbery,Male,64
AR,2002,robbery,Female,36
AR,2002,robbery,Unknown,0
AR,2002,violent-crime,Male,186
AR,2002,violent-crime,Female,288
AR,2002,violent-crime,Unknown,0
AR,2003,aggravated-assault,Male,1099
AR,2003,aggravated-assault,Female,1202
AR,2003,aggravated-assault,Unknown,58
AR,2003,arson,Male,139
AR,2003,arson,Female,62
AR,2003,arson,Unknown,18
AR,2003,burglary,Male,3901
AR,2003,burglary,Female,2892
AR,2003,burglary,Unknown,183
AR,2003,homicide,Male,29
AR,2003,homicide,Female,12
AR,2003,homicide,Unknown,2
AR,2003,larceny,Male,5793
AR,2003,larceny,Female,4662
AR,2003,larceny,Unknown,263
AR,2003,motor-vehicle-theft,Male,592
AR,2003,motor-vehicle-theft,Female,314
AR,2003,motor-vehicle-theft,Unknown,24
AR,2003,property-crime,Male,10425
AR,2003,property-crime,Female,7930
AR,2003,property-crime,Unknown,488
AR,2003,rape,Male,21
AR,2003,rape,Female,348
AR,2003,rape,Unknown,2
AR,2003,robbery,Male,231
AR,2003,robbery,Female,115
AR,2003,robbery,Unknown,4
AR,2003,violent-crime,Male,1380
AR,2003,violent-crime,Female,1677
AR,2003,violent-crime,Unknown,66
AR,2004,aggravated-assault,Male,2476
AR,2004,aggravated-assault,Female,2301
AR,2004,aggravated-assault,Unknown,102
AR,2004,arson,Male,179
AR,2004,arson,Female,116
AR,2004,arson,Unknown,18
AR,2004,burglary,Male,7145
AR,2004,burglary,Female,5619
AR,2004,burglary,Unknown,264
AR,2004,homicide,Male,58
AR,2004,homicide,Female,17
AR,2004,homicide,Unknown,0
AR,2004,larceny,Male,14405
AR,2004,larceny,Female,12368
AR,2004,larceny,Unknown,459
AR,2004,motor-vehicle-theft,Male,1677
AR,2004,motor-vehicle-theft,Female,922
AR,2004,motor-vehicle-theft,Unknown,41
AR,2004,property-crime,Male,23406
AR,2004,property-crime,Female,19025
AR,2004,property-crime,Unknown,782
AR,2004,rape,Male,58
AR,2004,rape,Female,695
AR,2004,rape,Unknown,4
AR,2004,robbery,Male,547
AR,2004,robbery,Female,293
AR,2004,robbery,Unknown,10
AR,2004,violent-crime,Male,3139
AR,2004,violent-crime,Female,3306
AR,2004,violent-crime,Unknown,116
AR,2005,aggravated-assault,Male,2979
AR,2005,aggravated-assault,Female,2648
AR,2005,aggravated-assault,Unknown,79
AR,2005,arson,Male,232
AR,2005,arson,Female,127
AR,2005,arson,Unknown,32
AR,2005,burglary,Male,8565
AR,2005,burglary,Female,6921
AR,2005,burglary,Unknown,230
AR,2005,homicide,Male,83
AR,2005,homicide,Female,22
AR,2005,homicide,Unknown,1
AR,2005,larceny,Male,17872
AR,2005,larceny,Female,15418
AR,2005,larceny,Unknown,475
AR,2005,motor-vehicle-theft,Male,2285
AR,2005,motor-vehicle-theft,Female,1159
AR,2005,motor-vehicle-theft,Unknown,31
AR,2005,property-crime,Male,28954
AR,2005,property-crime,Female,23625
AR,2005,property-crime,Unknown,768
AR,2005,rape,Male,65
AR,2005,rape,Female,858
AR,2005,rape,Unknown,0
AR,2005,robbery,Male,738
AR,2005,robbery,Female,351
AR,2005,robbery,Unknown,11
AR,2005,violent-crime,Male,3865
AR,2005,violent-crime,Female,3879
AR,2005,violent-crime,Unknown,91
AR,2006,aggravated-assault,Male,3316
AR,2006,aggravated-assault,Female,2852
AR,2006,aggravated-assault,Unknown,78
AR,2006,arson,Male,195
AR,2006,arson,Female,152
AR,2006,arson,Unknown,35
AR,2006,burglary,Male,9772
AR,2006,burglary,Female,7682
AR,2006,burglary,Unknown,291
AR,2006,homicide,Male,81
AR,2006,homicide,Female,22
AR,2006,homicide,Unknown,3
AR,2006,larceny,Male,19415
AR,2006,larceny,Female,16242
AR,2006,larceny,Unknown,477
AR,2006,motor-vehicle-theft,Male,2344
AR,2006,motor-vehicle-theft,Female,1142
AR,2006,motor-vehicle-theft,Unknown,40
AR,2006,property-crime,Male,31726
AR,2006,property-crime,Female,25218
AR,2006,property-crime,Unknown,843
AR,2006,rape,Male,75
AR,2006,rape,Female,932
AR,2006,rape,Unknown,5
AR,2006,robbery,Male,853
AR,2006,robbery,Female,359
AR,2006,robbery,Unknown,10
AR,2006,violent-crime,Male,4325
AR,2006,violent-crime,Female,4165
AR,2006,violent-crime,Unknown,96
AR,2007,aggravated-assault,Male,3390
AR,2007,aggravated-assault,Female,3010
AR,2007,aggravated-assault,Unknown,108
AR,2007,arson,Male,218
AR,2007,arson,Female,135
AR,2007,arson,Unknown,30
AR,2007,burglary,Male,10492
AR,2007,burglary,Female,8548
AR,2007,burglary,Unknown,307
AR,2007,homicide,Male,78
AR,2007,homicide,Female,32
AR,2007,homicide,Unknown,1
AR,2007,larceny,Male,20755
AR,2007,larceny,Female,17774
AR,2007,larceny,Unknown,474
AR,2007,motor-vehicle-theft,Male,2439
AR,2007,motor-vehicle-theft,Female,1255
AR,2007,motor-vehicle-theft,Unknown,38
AR,2007,property-crime,Male,33904
AR,2007,property-crime,Female,27712
AR,2007,property-crime,Unknown,849
AR,2007,rape,Male,104
AR,2007,rape,Female,925
AR,2007,rape,Unknown,1
AR,2007,robbery,Male,949
AR,2007,robbery,Female,431
AR,2007,robbery,Unknown,11
AR,2007,violent-crime,Male,4521
AR,2007,violent-crime,Female,4398
AR,2007,violent-crime,Unknown,121
AR,2008,aggravated-assault,Male,3884
AR,2008,aggravated-assault,Female,3395
AR,2008,aggravated-assault,Unknown,122
AR,2008,arson,Male,304
AR,2008,arson,Female,168
AR,2008,arson,Unknown,42
AR,2008,burglary,Male,12870
AR,2008,burglary,Female,10500
AR,2008,burglary,Unknown,385
AR,2008,homicide,Male,83
AR,2008,homicide,Female,21
AR,2008,homicide,Unknown,1
AR,2008,larceny,Male,23677
AR,2008,larceny,Female,20046
AR,2008,larceny,Unknown,601
AR,2008,motor-vehicle-theft,Male,2793
AR,2008,motor-vehicle-theft,Female,1421
AR,2008,motor-vehicle-theft,Unknown,47
AR,2008,property-crime,Male,39644
AR,2008,property-crime,Female,32135
AR,2008,property-crime,Unknown,1075
AR,2008,rape,Male,132
AR,2008,rape,Female,1269
AR,2008,rape,Unknown,5
AR,2008,robbery,Male,1123
AR,2008,robbery,Female,499
AR,2008,robbery,Unknown,15
AR,2008,violent-crime,Male,5222
AR,2008,violent-crime,Female,5184
AR,2008,violent-crime,Unknown,143
AR,2009,aggravated-assault,Male,5341
AR,2009,aggravated-assault,Female,4896
AR,2009,aggravated-assault,Unknown,115
AR,2009,arson,Male,303
AR,2009,arson,Female,244
AR,2009,arson,Unknown,56
AR,2009,burglary,Male,15831
AR,2009,burglary,Female,13867
AR,2009,burglary,Unknown,536
AR,2009,homicide,Male,133
AR,2009,homicide,Female,39
AR,2009,homicide,Unknown,1
AR,2009,larceny,Male,29661
AR,2009,larceny,Female,27699
AR,2009,larceny,Unknown,1045
AR,2009,motor-vehicle-theft,Male,3448
AR,2009,motor-vehicle-theft,Female,1809
AR,2009,motor-vehicle-theft,Unknown,77
AR,2009,property-crime,Male,49243
AR,2009,property-crime,Female,43619
AR,2009,property-crime,Unknown,1714
AR,2009,rape,Male,124
AR,2009,rape,Female,1510
AR,2009,rape,Unknown,1
AR,2009,robbery,Male,1858
AR,2009,robbery,Female,864
AR,2009,robbery,Unknown,34
AR,2009,violent-crime,Male,7456
AR,2009,violent-crime,Female,7309
AR,2009,violent-crime,Unknown,151
AR,2010,aggravated-assault,Male,5300
AR,2010,aggravated-assault,Female,5133
AR,2010,aggravated-assault,Unknown,105
AR,2010,arson,Male,304
AR,2010,arson,Female,235
AR,2010,arson,Unknown,51
AR,2010,burglary,Male,14819
AR,2010,burglary,Female,13880
AR,2010,burglary,Unknown,539
AR,2010,homicide,Male,92
AR,2010,homicide,Female,37
AR,2010,homicide,Unknown,3
AR,2010,larceny,Male,28945
AR,2010,larceny,Female,27428
AR,2010,larceny,Unknown,993
AR,2010,motor-vehicle-theft,Male,3235
AR,2010,motor-vehicle-theft,Female,1731
AR,2010,motor-vehicle-theft,Unknown,52
AR,2010,property-crime,Male,47303
AR,2010,property-crime,Female,43274
AR,2010,property-crime,Unknown,1635
AR,2010,rape,Male,141
AR,2010,rape,Female,1488
AR,2010,rape,Unknown,4
AR,2010,robbery,Male,1779
AR,2010,robbery,Female,698
AR,2010,robbery,Unknown,45
AR,2010,violent-crime,Male,7312
AR,2010,violent-crime,Female,7356
AR,2010,violent-crime,Unknown,157
AR,2011,aggravated-assault,Male,5278
AR,2011,aggravated-assault,Female,4905
AR,2011,aggravated-assault,Unknown,128
AR,2011,arson,Male,288
AR,2011,arson,Female,242
AR,2011,arson,Unknown,46
AR,2011,burglary,Male,15419
AR,2011,burglary,Female,15070
AR,2011,burglary,Unknown,447
AR,2011,homicide,Male,123
AR,2011,homicide,Female,33
AR,2011,homicide,Unknown,3
AR,2011,larceny,Male,31589
AR,2011,larceny,Female,28936
AR,2011,larceny,Unknown,970
AR,2011,motor-vehicle-theft,Male,3449
AR,2011,motor-vehicle-theft,Female,1729
AR,2011,motor-vehicle-theft,Unknown,60
AR,2011,property-crime,Male,50745
AR,2011,property-crime,Female,45977
AR,2011,property-crime,Unknown,1523
AR,2011,rape,Male,142
AR,2011,rape,Female,1464
AR,2011,rape,Unknown,5
AR,2011,robbery,Male,1782
AR,2011,robbery,Female,764
AR,2011,robbery,Unknown,26
AR,2011,violent-crime,Male,7325
AR,2011,violent-crime,Female,7166
AR,2011,violent-crime,Unknown,162
AR,2012,aggravated-assault,Male,5344
